,target,Subject,Precedence,Recievers_count,Sub_Unsub_link,Replied_mail,Content_type_html,Content_type_plain,Full_content,content_char,sub_char
93,0,goodby global warm,0,0.0,1,1,0,1,histor record mean human histor record high overr nigh worthless talk geolog timescal even topic short timescal climat signific recent increas global co concentr vast preponder new co atmospher due human activ start around industri europ acceler wwii scientist studi global climat chang believ increas co concentr primari causal agent increas global warm henc interest item human time scale worth note underneath reced glacier deposit last major ice age find substanti evid human live nice temper climat glacier pave civil reced glacier turn bit archaeolog treasur chest expos artifact buri underneath shrink preserv ice thousand year see compel reason save glacier anyway particular light fact exist alway transient global climat chang scientist would agre temperatur past often much warmer today point global warm save earth planet sentient point understand potenti reduc impact increas temperatur global human activ anyon insist current neglig fluctuat anthropogen heap one ridicul assert upon anoth stick occam razor increas atmospher co concentr due human activ general accept increas co close environ subject solar heat retain solar energi current best explan high temperatur venus co concentr goe global theori state earth retain greater solar energi process may slow may difficult monitor due variabl temperatur worldwid encourag refut part causal chain link co eventu increas global energi content part evid heat jim,0.0643707668778676,0.0030075187969924814
94,0,ilug pnp collis avoid question,0,0.02702702702702703,0,0,0,1,blank,0.00010924186148131964,0.005331510594668489
95,0,defend unlik speech,0,0.02702702702702703,1,0,0,0,cest gordon mohr,0.00040965698055494865,0.00328092959671907
96,0,teach man fish,1,0.02702702702702703,0,0,0,1,n,0.0,0.0025974025974025974
97,0,spambay spambay packag,1,0.0,0,1,0,0,blank,0.00010924186148131964,0.004101161995898838
98,1,earn week home,1,0.0,0,0,0,0,blank,0.00010924186148131964,0.00683526999316473
99,0,microsoft redesign,1,0.02702702702702703,0,0,0,1,rey,5.462093074065981e-05,0.002460697197539303
100,0,merced benz g end spectrum bought honda del sol new commut san jose san bruno wonder would fit cargo area g joe,0,0.02702702702702703,1,1,0,1,best bang,0.00043696744592527855,0.02597402597402597
101,1,let stop mlm insan,1,0.0,0,0,0,1,still believ earn fast mlm get real get emm brand new system replac mlm someth work start earn per week simpl onlin task free info breakfre luxmail com type send emm info subject box messag sent complianc propos bill section per section paragraph c transmiss sender e mail may stop cost send repli email address word remov subject line,0.013928337338868254,0.0038277511961722485
102,0,access watersh,1,0.02702702702702703,0,0,0,1,blank,0.00010924186148131964,0.00328092959671907
103,0,correct baselin rais chicken high tech way,0,0.02702702702702703,1,1,0,0,offspr wilt bad wilt even media exposur major stud dream anoth exampl natur select even come close livestock potenc rather doubt women bother check rebound record cousin uncl whatnot old basketbal generat compar kin let give mr chamberlain benefit doubt suppos sire twin mate lifetim product compar poor holstein bull dave teat size placement alway ideal suggest incom daughter perfect kind robot milker http xent com mailman listinfo fork,0.019090015293860608,0.007928913192071086
104,1,person alcohol detector,1,0.02702702702702703,0,0,0,0,blank,0.00010924186148131964,0.0034176349965823645
105,1,telecom consolid begin acceler qsv,1,0.02702702702702703,0,0,1,0,blank,0.00010924186148131964,0.009022556390977442
106,0,k b,0,0.0,1,1,0,1,cest athalon redhat linux machin athalon redhat recogn,0.0016932488529604543,0.00041011619958988377
107,1,owe money njps,1,0.02702702702702703,0,0,0,0,owe money get troublesom keep track bill owe much would easier could make month payment instead sever help debt us unit state citizen consolid debt one easi payment home need take loan credit check requir receiv inform regard servic pleas fill form return us provid necessari inform respons absolut oblig field requir applic process full name address citi state zip code home phone work phone best time call e mail address estim debt size pleas allow upto ten busi day applic process thank,0.023732794406816693,0.0034176349965823645
108,1,gb q c fb b b bd bb cd b mba,1,0.0,0,0,0,1,wut c fb b b bd bb cd b mba b c cc b dc c ed cb b ca bf bf c fa bf ce b cc de b e c fa bc f c b c cd fe b f f b ec c e f b b df bc b b dc c ed c cb b c fd cd cd c cc e ba cf f ab c f b b bc b e dd c ec cf ce ca da bf ce cc e b c f b b cb ce ca b fe ce f b fa c da cd e mba c c c c bf ce b cc b fa bc ca c f bd cc c ca bd b e c bd cc e bd cc cb ab ef bd cc b b c fd b ce f b e c db c fc c fb bc bd b f ce aa cc e b df c fb b b bd bb cd b b f b e b ce b f b da ce bb c f b f b dc b c b dc c ed cb ae c bd ac b ab b b fa bc ca ee cf c bd f b c ad aa b dc c ed c ca bd ac c e f ca ec c b c ce ca b ad bc c ac b c dd b ce b c b c fb b b bd bb cd b b fa bc ca ba f b c b df bc b ad aa b dc c ed c cb b c ac b ee c f bd cc ca da eb c f b ae bc e b b cb ce ca c c c ba ac ce e ba ba c ed b b f ad b fa c fb b b b b dc b ab cb b e b f ce e ba ba c fb b b b b b f ce e ba ba b b b f ce e ba ba bd bb cd bf c bc bc b f f b b ec b df bc b de b e bc f bd e ce e ba ba c ed b b f ad b fa c fb b b b b dc b ab cb b e b f ce e ba ba c fb b b b b b f ce e ba ba b b b f ce e ba ba bd bb cd bf c bc bc b f ca c c ab b fa c ca fd bc b bc b b b cc b dc c ed ba ca bf b c b dc c ed ba ae bb b dc c ed ba cf bd cc ca c cb ac c e b ca bf c fa b bc ca c cb ac bd cc ca da c cb ac b b bd cc ca da c cb ac b f cb b ca bf b e ba cd b f mba ca da c b e b b b dc c ed bf c eb b b cc b ca bf b e ba cd b dc c ed bf c eb b b cc b ca bf ba f c f b af c eb cc f bc fe ba f b f c cf c fa bb f c fd c ea c cf b f ad e bb f bb b b c c f b b dc c ed aa ca b bb cf b b bd ca bd ba f bc af c e ca da eb b e cf b cf e bd e ba cf ac dc c f dc c bc af c cf bf ce bb f ca b b c ac b bf c f cf b ca b bc e eb b b e bb f bf ce b cc cf b ce aa bb c ea b eb ca ca c e b b ba f c ce e ba ba c ed b b f ad b fa c fb b b b b dc b ab cb b e b f ce e ba ba c fb b b b b b f ce e ba ba b b b f ce e ba ba bd bb cd bf c bc bc b f b ca bf c fa b bc ca ac c fb b b bd bb cd b b fa bc ca aa c fb df c aa ba cf f bd b c b b bd cc ca c bf b ef b bd b b da bb mba bf bc c b b b bc ba ca b bc e ba mba b bf bc c b b b bc b e ba c bf c ea c b dd c b dd bc af b b bc b ce mba cb ab bf bc c b b b bc b e ba c bf c ea c c bf bc c b ca e ba f de cd ea cb f bf ce b cc ac b c bc ba cf b f ac bb f ce e ba ba c ed b b f ad b fa c fb b b b b dc b ab cb b e b f ce e ba ba c fb b b b b b f ce e ba ba b b b f ce e ba ba bd bb cd bf c bc bc b f b c c fb b bd e b ca e ac cd b fd bf bc ca ba f bf c c ea c ebmba ce bb ca e f ca b b e b bd b bd ca bd ba cb b ca bf bd f de b e b c b ac b fb ba cf cc f bc fe df bf c b ce bc c ea c eb cb b ca bf ce bb bf bc ca bb b fb ba cf cc f bc fe df bf c b ce bc mba b c aa bf bc ba cdmba cb ab c aa bf bc bb cd c bc f b fb ba cf cc f bc fe df bd f c eb c c b fa b b f bd f de cf b b c b c cb b ca bf ce bb b ba f b c bf c cb aa bb f bd cc b c b ca c cf b c bf c cb aa c ed ca bb f b c fb b c bf c cb aa c cf bf ce b b e ba b e dd bc c f b eb ca ba b e b ab b c f ca b ee b cd bb b b c ab b fa bf bc ca b ef cf df df c cf c c bc c bb b mba b b b ed c db ce c e bd b c f bb ca famba b b ce bc c da cd e bb ee b af ac b b ce bc b fa bc ca c f b b dc c ed cc f bd ba ae bd f c eb ba c fc bb f bb f b c c fb b ce b c mba c fa e bd b b c cc c ca c ba f c fb b b bd bb cd b ce bb b df bc b b dc c ed c cb b c e b bb fa b b bb f b c cd fe bc ce aa c f b cc e b b cb ce ca c e b b fe ce f ac ce aa c f b b b b f c b bb ae b df bb f b e b bd b bd ca bd ac fa b c b c b fa bc b fa bc ca b c cf b c ce bb ca e b c fb e af ba f f b ec b ce bb ba ce e ba ba c ed b b f ad b fa c fb b b b b dc b ab cb b e b f ce e ba ba c fb b b b b b f ce e ba ba b b b f ce e ba ba bd bb cd bf c bc bc b f f c af b bd ca bd ba b e ddtel ba fax ba c aa cf b c cb ba c c cf ca dc c cf ca ce e ba batel ba fax ba c aa cf b c cb ba b f c cf ca ce e c cf ca f cd b b b ba b e dd ca cc ec ba c f cc e fd b ab c b ba c cc ec ca b f cf c c cf cb fe ca ca b e ba f b c fb ca f ba cc e bd bb b f c cb bc f c fa c fa bb f ce bb ca e b b bc fe b f b dd bb b f c f ba cf b f ba f ac cc e bd bb b c fb b ed bb b b c f ba cf b f ba f ac bc c b c eb cd aa ca e bb ca b bd c eb cd aa ca e ba f ac b bc c c b bc b ca e b b b bd ca bd bb e bf ee eb cf bd f c bd b bd c b ba f ac c ec c bf ce b cc b ed ba cd bd cc b c ca c cf b c fb bd b ca b bc e ba c ea c bf aa bf ce ca b bc e ba b da bb b ce c e ca da ca b bc e ce aa c ea c daab bd b fa ba,0.16722197946253003,0.008065618591934382
109,0,ilug ipfw vs ipchain vs iptabl,0,0.02702702702702703,0,1,0,1,blank,0.00010924186148131964,0.004784688995215311
110,1,home loan type,1,0.0,0,0,0,0,blank,0.00010924186148131964,0.00328092959671907
111,0,reclaim privaci laser pointer,1,0.02702702702702703,0,0,0,1,plain blind surveil camera laser pointer link discuss thank mike http www naimark net project zap howto html http www quicktop com bo h mmyu tp w http www objectif org,0.005243609351103342,0.005194805194805195
112,0,friend let friend swim drunk page dr darwin,1,0.02702702702702703,0,0,0,1,aili news,0.0002184837229626393,0.007792207792207791
113,1,famili protect,1,0.02702702702702703,0,0,1,0,reliaquot save life insur life chang instant import protect famili financi futur suffici life insur coverag state,0.0051616779549923525,0.0034176349965823645
114,0,wrong razor server,0,0.0,1,1,0,1,think biggest fallaci block jack shit get high trust rate confirm razor exist opinion larg number monday august jehan,0.005462093074065982,0.0054682159945317835
115,1,get order anyth sell,1,0.0,0,0,1,0,new page ach mass di rect e mail advertis th e bulk e mail expert reach reach us us volum discount av ailabl info place order pleas leav name telephon number best time call pleas click remov mail pleas click,0.008712038453135241,0.0050580997949419
